,Year,Jurisdiction,Category,Type,Stream,Management,Fate,Tonnes
1572,2017,ACT,Hazardous,Inorganic chemicals,Total,Treatment,Unknown,10
1573,2017,ACT,Hazardous,Oils,C&I,Landfill,Disposal,28
1574,2017,ACT,Hazardous,Oils,C&I,Other disposal,Disposal,1
1575,2017,ACT,Hazardous,Oils,C&I,Recycling,Recycling,696
1576,2017,ACT,Hazardous,Oils,C&I,Treatment,Unknown,498
1577,2017,ACT,Hazardous,Oils,Total,Landfill,Disposal,28
1578,2017,ACT,Hazardous,Oils,Total,Other disposal,Disposal,1
1579,2017,ACT,Hazardous,Oils,Total,Recycling,Recycling,696
1580,2017,ACT,Hazardous,Oils,Total,Treatment,Unknown,498
1581,2017,ACT,Hazardous,Organic chemicals,C&I,Landfill,Disposal,21
1582,2017,ACT,Hazardous,Organic chemicals,C&I,Recycling,Recycling,3
1583,2017,ACT,Hazardous,Organic chemicals,C&I,Treatment,Unknown,6
1584,2017,ACT,Hazardous,Organic chemicals,Total,Landfill,Disposal,21
1585,2017,ACT,Hazardous,Organic chemicals,Total,Recycling,Recycling,3
1586,2017,ACT,Hazardous,Organic chemicals,Total,Treatment,Unknown,6
1587,2017,ACT,Hazardous,Organic solvents,C&I,Recycling,Recycling,7
1588,2017,ACT,Hazardous,Organic solvents,C&I,Treatment,Unknown,5
1589,2017,ACT,Hazardous,Organic solvents,Total,Recycling,Recycling,7
1590,2017,ACT,Hazardous,Organic solvents,Total,Treatment,Unknown,5
1591,2017,ACT,Hazardous,Other miscellaneous,C&I,Landfill,Disposal,4
1592,2017,ACT,Hazardous,Other miscellaneous,C&I,Recycling,Recycling,6
1593,2017,ACT,Hazardous,Other miscellaneous,C&I,Treatment,Unknown,30
1594,2017,ACT,Hazardous,Other miscellaneous,Total,Landfill,Disposal,4
1595,2017,ACT,Hazardous,Other miscellaneous,Total,Recycling,Recycling,6
1596,2017,ACT,Hazardous,Other miscellaneous,Total,Treatment,Unknown,30
1597,2017,ACT,Hazardous,Other soil/sludges,C&I,Landfill,Disposal,12
1598,2017,ACT,Hazardous,Other soil/sludges,C&I,Recycling,Recycling,8
1599,2017,ACT,Hazardous,Other soil/sludges,C&I,Treatment,Unknown,9
1600,2017,ACT,Hazardous,Other soil/sludges,Total,Landfill,Disposal,12
1601,2017,ACT,Hazardous,Other soil/sludges,Total,Recycling,Recycling,8
1602,2017,ACT,Hazardous,Other soil/sludges,Total,Treatment,Unknown,9
1603,2017,ACT,Hazardous,"Paints, resins, inks, organic sludges",C&I,Landfill,Disposal,8
1604,2017,ACT,Hazardous,"Paints, resins, inks, organic sludges",C&I,Recycling,Recycling,1
1605,2017,ACT,Hazardous,"Paints, resins, inks, organic sludges",C&I,Treatment,Unknown,1
1606,2017,ACT,Hazardous,"Paints, resins, inks, organic sludges",Total,Landfill,Disposal,8
1607,2017,ACT,Hazardous,"Paints, resins, inks, organic sludges",Total,Recycling,Recycling,1
1608,2017,ACT,Hazardous,"Paints, resins, inks, organic sludges",Total,Treatment,Unknown,1
1609,2017,ACT,Hazardous,Tyres,C&I,Energy from waste facility,Energy recovery,3717
1610,2017,ACT,Hazardous,Tyres,C&I,Landfill,Disposal,1928
1611,2017,ACT,Hazardous,Tyres,C&I,Other disposal,Disposal,138
1612,2017,ACT,Hazardous,Tyres,C&I,Recycling,Recycling,1652
1613,2017,ACT,Hazardous,Tyres,Total,Energy from waste facility,Energy recovery,3717
1614,2017,ACT,Hazardous,Tyres,Total,Landfill,Disposal,1928
1615,2017,ACT,Hazardous,Tyres,Total,Other disposal,Disposal,138
1616,2017,ACT,Hazardous,Tyres,Total,Recycling,Recycling,1652
1617,2017,ACT,Masonry materials,Asphalt,Total,Recycling,Recycling,9715
1618,2017,ACT,Masonry materials,Bricks,Total,Recycling,Recycling,23017
1619,2017,ACT,Masonry materials,Concrete,C&D,Landfill,Disposal,232
1620,2017,ACT,Masonry materials,Concrete,C&I,Landfill,Disposal,857
1621,2017,ACT,Masonry materials,Concrete,Total,Landfill,Disposal,1090
1622,2017,ACT,Masonry materials,Concrete,Total,Recycling,Recycling,68570
1623,2017,ACT,Masonry materials,Plasterboard & cement sheeting,C&D,Landfill,Disposal,4033
1624,2017,ACT,Masonry materials,Plasterboard & cement sheeting,C&I,Landfill,Disposal,11196
1625,2017,ACT,Masonry materials,Plasterboard & cement sheeting,Total,Landfill,Disposal,15229
1626,2017,ACT,Metals,Aluminium,MSW,Landfill,Disposal,728
1627,2017,ACT,Metals,Aluminium,Total,Landfill,Disposal,728
1628,2017,ACT,Metals,Aluminium,Total,Recycling,Recycling,1904
1629,2017,ACT,Metals,Steel,Total,Recycling,Recycling,25453
1630,2017,ACT,Organics,Food organics,C&I,Landfill,Disposal,10139
1631,2017,ACT,Organics,Food organics,C&I,Landfill,Energy recovery,8521
1632,2017,ACT,Organics,Food organics,MSW,Landfill,Disposal,19351
1633,2017,ACT,Organics,Food organics,MSW,Landfill,Energy recovery,16262
1634,2017,ACT,Organics,Food organics,Total,Landfill,Disposal,29491
1635,2017,ACT,Organics,Food organics,Total,Landfill,Energy recovery,24783
1636,2017,ACT,Organics,Garden organics,C&D,Landfill,Disposal,67
1637,2017,ACT,Organics,Garden organics,C&D,Landfill,Energy recovery,23
1638,2017,ACT,Organics,Garden organics,C&I,Landfill,Disposal,1985
1639,2017,ACT,Organics,Garden organics,C&I,Landfill,Energy recovery,681
1640,2017,ACT,Organics,Garden organics,MSW,Landfill,Disposal,7535
1641,2017,ACT,Organics,Garden organics,MSW,Landfill,Energy recovery,2586
1642,2017,ACT,Organics,Garden organics,Total,Landfill,Disposal,9587
1643,2017,ACT,Organics,Garden organics,Total,Landfill,Energy recovery,3290
1644,2017,ACT,Organics,Garden organics,Total,Recycling,Recycling,273538
1645,2017,ACT,Organics,Other organics,C&I,Landfill,Disposal,525
1646,2017,ACT,Organics,Other organics,C&I,Landfill,Energy recovery,196
1647,2017,ACT,Organics,Other organics,MSW,Landfill,Disposal,5099
1648,2017,ACT,Organics,Other organics,MSW,Landfill,Energy recovery,1903
1649,2017,ACT,Organics,Other organics,Total,Landfill,Disposal,5624
1650,2017,ACT,Organics,Other organics,Total,Landfill,Energy recovery,2099
1651,2017,ACT,Organics,Timber,C&D,Landfill,Disposal,5927
1652,2017,ACT,Organics,Timber,C&D,Landfill,Energy recovery,341
1653,2017,ACT,Organics,Timber,C&I,Landfill,Disposal,15501
1654,2017,ACT,Organics,Timber,C&I,Landfill,Energy recovery,891
1655,2017,ACT,Organics,Timber,MSW,Landfill,Disposal,4237
1656,2017,ACT,Organics,Timber,MSW,Landfill,Energy recovery,244
1657,2017,ACT,Organics,Timber,Total,Landfill,Disposal,25664
1658,2017,ACT,Organics,Timber,Total,Landfill,Energy recovery,1475
1659,2017,ACT,Organics,Timber,Total,Recycling,Recycling,10758
1660,2017,ACT,Other,Other unclassified materials,Total,Recycling,Recycling,143354
1661,2017,ACT,Paper & cardboard,Liquid paperboard,Total,Recycling,Recycling,13267
1662,2017,NSW,Ash,Ash,C&I,Other disposal,Long-term storage,1167014
1663,2017,NSW,Ash,Ash,C&I,Recycling,Recycling,4600175
1664,2017,NSW,Ash,Ash,Total,Other disposal,Long-term storage,1167014
1665,2017,NSW,Ash,Ash,Total,Recycling,Recycling,4600175
1666,2017,NSW,Biosolids,Biosolids,C&I,Other disposal,Disposal,18070
1667,2017,NSW,Biosolids,Biosolids,C&I,Recycling,Recycling,333069
1668,2017,NSW,Biosolids,Biosolids,Total,Other disposal,Disposal,18070
1669,2017,NSW,Biosolids,Biosolids,Total,Recycling,Recycling,333069
1670,2017,NSW,Glass,Glass,C&D,Recycling,Recycling,133
1671,2017,NSW,Glass,Glass,C&I,Landfill,Disposal,35442
1672,2017,NSW,Glass,Glass,C&I,Recycling,Recycling,58323
1673,2017,NSW,Glass,Glass,MSW,Landfill,Disposal,97309
1674,2017,NSW,Glass,Glass,MSW,Recycling,Recycling,172446
1675,2017,NSW,Glass,Glass,Total,Landfill,Disposal,132750
1676,2017,NSW,Glass,Glass,Total,Recycling,Recycling,230902
1677,2017,NSW,Hazardous,Acids,C&I,Treatment,Unknown,4406
1678,2017,NSW,Hazardous,Acids,Total,Treatment,Unknown,4406
1679,2017,NSW,Hazardous,Alkalis,C&I,Recycling,Recycling,397
1680,2017,NSW,Hazardous,Alkalis,C&I,Treatment,Unknown,13227
1681,2017,NSW,Hazardous,Alkalis,Total,Recycling,Recycling,397
1682,2017,NSW,Hazardous,Alkalis,Total,Treatment,Unknown,13227
1683,2017,NSW,Hazardous,Asbestos,C&D,Landfill,Disposal,625347
1684,2017,NSW,Hazardous,Asbestos,C&I,Landfill,Disposal,532703
1685,2017,NSW,Hazardous,Asbestos,Total,Landfill,Disposal,1158050
1686,2017,NSW,Hazardous,Clinical & pharmaceutical,C&I,Other disposal,Disposal,3378
1687,2017,NSW,Hazardous,Clinical & pharmaceutical,C&I,Treatment,Unknown,9892
1688,2017,NSW,Hazardous,Clinical & pharmaceutical,Total,Other disposal,Disposal,3378
1689,2017,NSW,Hazardous,Clinical & pharmaceutical,Total,Treatment,Unknown,9892
1690,2017,NSW,Hazardous,Contaminated soils,C&D,Landfill,Disposal,465792
1691,2017,NSW,Hazardous,Contaminated soils,C&D,Treatment,Unknown,36333
1692,2017,NSW,Hazardous,Contaminated soils,C&I,Landfill,Disposal,181141
1693,2017,NSW,Hazardous,Contaminated soils,C&I,Treatment,Unknown,14129
1694,2017,NSW,Hazardous,Contaminated soils,Total,Landfill,Disposal,646934
1695,2017,NSW,Hazardous,Contaminated soils,Total,Treatment,Unknown,50462
1696,2017,NSW,Hazardous,Food-derived hazardous wastes,C&I,Recycling,Recycling,1315
1697,2017,NSW,Hazardous,Food-derived hazardous wastes,C&I,Treatment,Unknown,156130
1698,2017,NSW,Hazardous,Food-derived hazardous wastes,Total,Recycling,Recycling,1315
1699,2017,NSW,Hazardous,Food-derived hazardous wastes,Total,Treatment,Unknown,156130
1700,2017,NSW,Hazardous,Inorganic chemicals,C&I,Landfill,Disposal,11669
1701,2017,NSW,Hazardous,Inorganic chemicals,C&I,Recycling,Recycling,32613
1702,2017,NSW,Hazardous,Inorganic chemicals,C&I,Treatment,Unknown,46405
1703,2017,NSW,Hazardous,Inorganic chemicals,Total,Landfill,Disposal,11669
1704,2017,NSW,Hazardous,Inorganic chemicals,Total,Recycling,Recycling,32613
1705,2017,NSW,Hazardous,Inorganic chemicals,Total,Treatment,Unknown,46405
1706,2017,NSW,Hazardous,Oils,C&I,Landfill,Disposal,3
1707,2017,NSW,Hazardous,Oils,C&I,Other disposal,Disposal,20
1708,2017,NSW,Hazardous,Oils,C&I,Recycling,Recycling,89833
1709,2017,NSW,Hazardous,Oils,C&I,Treatment,Unknown,92219
1710,2017,NSW,Hazardous,Oils,Total,Landfill,Disposal,3
1711,2017,NSW,Hazardous,Oils,Total,Other disposal,Disposal,20
1712,2017,NSW,Hazardous,Oils,Total,Recycling,Recycling,89833
1713,2017,NSW,Hazardous,Oils,Total,Treatment,Unknown,92219
1714,2017,NSW,Hazardous,Organic chemicals,C&I,Landfill,Disposal,49
1715,2017,NSW,Hazardous,Organic chemicals,C&I,Recycling,Recycling,1675
1716,2017,NSW,Hazardous,Organic chemicals,C&I,Treatment,Unknown,17920
1717,2017,NSW,Hazardous,Organic chemicals,Total,Landfill,Disposal,49
1718,2017,NSW,Hazardous,Organic chemicals,Total,Recycling,Recycling,1675
1719,2017,NSW,Hazardous,Organic chemicals,Total,Treatment,Unknown,17920
1720,2017,NSW,Hazardous,Organic solvents,C&I,Other disposal,Disposal,44
1721,2017,NSW,Hazardous,Organic solvents,C&I,Recycling,Recycling,512
1722,2017,NSW,Hazardous,Organic solvents,C&I,Treatment,Unknown,3998
1723,2017,NSW,Hazardous,Organic solvents,Total,Other disposal,Disposal,44
1724,2017,NSW,Hazardous,Organic solvents,Total,Recycling,Recycling,512
1725,2017,NSW,Hazardous,Organic solvents,Total,Treatment,Unknown,3998
1726,2017,NSW,Hazardous,Other,C&I,Other disposal,Disposal,32
1727,2017,NSW,Hazardous,Other,C&I,Treatment,Unknown,15619
1728,2017,NSW,Hazardous,Other,Total,Other disposal,Disposal,32
1729,2017,NSW,Hazardous,Other,Total,Treatment,Unknown,15619
1730,2017,NSW,Hazardous,Other hazardous organic wastes,C&I,Recycling,Recycling,15
1731,2017,NSW,Hazardous,Other hazardous organic wastes,C&I,Treatment,Unknown,1723
1732,2017,NSW,Hazardous,Other hazardous organic wastes,Total,Recycling,Recycling,15
1733,2017,NSW,Hazardous,Other hazardous organic wastes,Total,Treatment,Unknown,1723
1734,2017,NSW,Hazardous,Other miscellaneous,C&I,Other disposal,Disposal,20
1735,2017,NSW,Hazardous,Other miscellaneous,C&I,Recycling,Recycling,103
1736,2017,NSW,Hazardous,Other miscellaneous,C&I,Treatment,Unknown,5059
1737,2017,NSW,Hazardous,Other miscellaneous,Total,Other disposal,Disposal,20
1738,2017,NSW,Hazardous,Other miscellaneous,Total,Recycling,Recycling,103
1739,2017,NSW,Hazardous,Other miscellaneous,Total,Treatment,Unknown,5059
1740,2017,NSW,Hazardous,Other soil/sludges,C&I,Landfill,Disposal,53072
1741,2017,NSW,Hazardous,Other soil/sludges,C&I,Recycling,Recycling,8603
1742,2017,NSW,Hazardous,Other soil/sludges,C&I,Treatment,Unknown,12852
1743,2017,NSW,Hazardous,Other soil/sludges,Total,Landfill,Disposal,53072
1744,2017,NSW,Hazardous,Other soil/sludges,Total,Recycling,Recycling,8603
1745,2017,NSW,Hazardous,Other soil/sludges,Total,Treatment,Unknown,12852
1746,2017,NSW,Hazardous,"Paints, resins, inks, organic sludges",C&I,Recycling,Recycling,75
1747,2017,NSW,Hazardous,"Paints, resins, inks, organic sludges",C&I,Treatment,Unknown,14880
1748,2017,NSW,Hazardous,"Paints, resins, inks, organic sludges",Total,Recycling,Recycling,75
1749,2017,NSW,Hazardous,"Paints, resins, inks, organic sludges",Total,Treatment,Unknown,14880
1750,2017,NSW,Hazardous,Pesticides,C&I,Treatment,Unknown,1733
1751,2017,NSW,Hazardous,Pesticides,Total,Treatment,Unknown,1733
1752,2017,NSW,Hazardous,Plating & heat treatment,C&I,Treatment,Unknown,145
1753,2017,NSW,Hazardous,Plating & heat treatment,Total,Treatment,Unknown,145
1754,2017,NSW,Hazardous,Reactive chemicals,C&I,Treatment,Unknown,225
1755,2017,NSW,Hazardous,Reactive chemicals,Total,Treatment,Unknown,225
1756,2017,NSW,Hazardous,Tyres,C&I,Energy from waste facility,Energy recovery,48360
1757,2017,NSW,Hazardous,Tyres,C&I,Landfill,Disposal,45815
1758,2017,NSW,Hazardous,Tyres,C&I,Other disposal,Disposal,2651
1759,2017,NSW,Hazardous,Tyres,C&I,Recycling,Recycling,44648
1760,2017,NSW,Hazardous,Tyres,Total,Energy from waste facility,Energy recovery,48360
1761,2017,NSW,Hazardous,Tyres,Total,Landfill,Disposal,45815
1762,2017,NSW,Hazardous,Tyres,Total,Other disposal,Disposal,2651
1763,2017,NSW,Hazardous,Tyres,Total,Recycling,Recycling,44648
1764,2017,NSW,Masonry materials,Bricks,C&D,Recycling,Recycling,1377508
1765,2017,NSW,Masonry materials,Bricks,C&I,Recycling,Recycling,861
1766,2017,NSW,Masonry materials,Bricks,MSW,Recycling,Recycling,94
1767,2017,NSW,Masonry materials,Bricks,Total,Recycling,Recycling,1378463
1768,2017,NSW,Masonry materials,Concrete,C&D,Recycling,Recycling,1377751
1769,2017,NSW,Masonry materials,Concrete,C&I,Recycling,Recycling,493
1770,2017,NSW,Masonry materials,Concrete,MSW,Recycling,Recycling,54
1771,2017,NSW,Masonry materials,Concrete,Total,Recycling,Recycling,1378298
1772,2017,NSW,Masonry materials,Plasterboard & cement sheeting,C&D,Recycling,Recycling,11302
1773,2017,NSW,Masonry materials,Plasterboard & cement sheeting,C&I,Recycling,Recycling,2
1774,2017,NSW,Masonry materials,Plasterboard & cement sheeting,Total,Recycling,Recycling,11305
1775,2017,NSW,Masonry materials,Rubble (incl. non-haz. foundry sands),C&D,Recycling,Recycling,4814588
1776,2017,NSW,Masonry materials,Rubble (incl. non-haz. foundry sands),C&I,Recycling,Recycling,1
1777,2017,NSW,Masonry materials,Rubble (incl. non-haz. foundry sands),Total,Recycling,Recycling,4814589
1778,2017,NSW,Metals,Aluminium,C&D,Recycling,Recycling,39119
1779,2017,NSW,Metals,Aluminium,C&I,Recycling,Recycling,36187
1780,2017,NSW,Metals,Aluminium,MSW,Recycling,Recycling,19560
1781,2017,NSW,Metals,Aluminium,Total,Recycling,Recycling,94866
1782,2017,NSW,Metals,Non-ferrous metals (excl. aluminium),C&D,Recycling,Recycling,38921
1783,2017,NSW,Metals,Non-ferrous metals (excl. aluminium),C&I,Recycling,Recycling,38921
1784,2017,NSW,Metals,Non-ferrous metals (excl. aluminium),MSW,Recycling,Recycling,19460
1785,2017,NSW,Metals,Non-ferrous metals (excl. aluminium),Total,Recycling,Recycling,97302
1786,2017,NSW,Metals,Steel,C&D,Recycling,Recycling,610206
1787,2017,NSW,Metals,Steel,C&I,Recycling,Recycling,428164
1788,2017,NSW,Metals,Steel,MSW,Recycling,Recycling,311000
1789,2017,NSW,Metals,Steel,Total,Recycling,Recycling,1349370
1790,2017,NSW,Organics,Food organics,C&D,Landfill,Disposal,169
1791,2017,NSW,Organics,Food organics,C&D,Landfill,Energy recovery,69
1792,2017,NSW,Organics,Food organics,C&I,Energy from waste facility,Energy recovery,43968
1793,2017,NSW,Organics,Food organics,C&I,Landfill,Disposal,125822
1794,2017,NSW,Organics,Food organics,C&I,Landfill,Energy recovery,51036
1795,2017,NSW,Organics,Food organics,C&I,Recycling,Recycling,46925
1796,2017,NSW,Organics,Food organics,MSW,Landfill,Disposal,528481
1797,2017,NSW,Organics,Food organics,MSW,Landfill,Energy recovery,214364
1798,2017,NSW,Organics,Food organics,MSW,Recycling,Recycling,347808
1799,2017,NSW,Organics,Food organics,Total,Energy from waste facility,Energy recovery,43968
1800,2017,NSW,Organics,Food organics,Total,Landfill,Disposal,654472
1801,2017,NSW,Organics,Food organics,Total,Landfill,Energy recovery,265469
1802,2017,NSW,Organics,Food organics,Total,Recycling,Recycling,394734
1803,2017,NSW,Organics,Garden organics,C&D,Landfill,Disposal,8339
1804,2017,NSW,Organics,Garden organics,C&D,Landfill,Energy recovery,1606
1805,2017,NSW,Organics,Garden organics,C&D,Recycling,Recycling,54012
1806,2017,NSW,Organics,Garden organics,C&I,Landfill,Disposal,79517
1807,2017,NSW,Organics,Garden organics,C&I,Landfill,Energy recovery,15312
1808,2017,NSW,Organics,Garden organics,C&I,Recycling,Recycling,268166
1809,2017,NSW,Organics,Garden organics,MSW,Landfill,Disposal,277737
1810,2017,NSW,Organics,Garden organics,MSW,Landfill,Energy recovery,53481
1811,2017,NSW,Organics,Garden organics,MSW,Recycling,Recycling,498400
1812,2017,NSW,Organics,Garden organics,Total,Landfill,Disposal,365593
1813,2017,NSW,Organics,Garden organics,Total,Landfill,Energy recovery,70398
1814,2017,NSW,Organics,Garden organics,Total,Recycling,Recycling,820577
1815,2017,NSW,Organics,Other organics,C&I,Recycling,Recycling,119675
1816,2017,NSW,Organics,Other organics,MSW,Landfill,Disposal,65323
1817,2017,NSW,Organics,Other organics,MSW,Landfill,Energy recovery,13544
1818,2017,NSW,Organics,Other organics,MSW,Recycling,Recycling,32947
1819,2017,NSW,Organics,Other organics,Total,Landfill,Disposal,65323
1820,2017,NSW,Organics,Other organics,Total,Landfill,Energy recovery,13544
1821,2017,NSW,Organics,Other organics,Total,Recycling,Recycling,152622
1822,2017,NSW,Organics,Timber,C&D,Landfill,Disposal,37019
1823,2017,NSW,Organics,Timber,C&D,Landfill,Energy recovery,1318
1824,2017,NSW,Organics,Timber,C&D,Recycling,Recycling,67001
1825,2017,NSW,Organics,Timber,C&I,Landfill,Disposal,256686
1826,2017,NSW,Organics,Timber,C&I,Landfill,Energy recovery,9138
1827,2017,NSW,Organics,Timber,C&I,Recycling,Recycling,167852
1828,2017,NSW,Organics,Timber,MSW,Landfill,Disposal,32535
1829,2017,NSW,Organics,Timber,MSW,Landfill,Energy recovery,1158
1830,2017,NSW,Organics,Timber,MSW,Recycling,Recycling,15874
1831,2017,NSW,Organics,Timber,Total,Landfill,Disposal,326240
1832,2017,NSW,Organics,Timber,Total,Landfill,Energy recovery,11615
1833,2017,NSW,Organics,Timber,Total,Recycling,Recycling,250727
1834,2017,NSW,Other,Other unclassified materials,C&D,Landfill,Disposal,10449
1835,2017,NSW,Other,Other unclassified materials,C&D,Recycling,Recycling,6
1836,2017,NSW,Other,Other unclassified materials,C&I,Landfill,Disposal,87858
1837,2017,NSW,Other,Other unclassified materials,C&I,Recycling,Recycling,4856
1838,2017,NSW,Other,Other unclassified materials,MSW,Landfill,Disposal,88328
1839,2017,NSW,Other,Other unclassified materials,MSW,Recycling,Recycling,3798
1840,2017,NSW,Other,Other unclassified materials,Total,Landfill,Disposal,186636
1841,2017,NSW,Other,Other unclassified materials,Total,Recycling,Recycling,8659
1842,2017,NSW,"Textiles, leather & rubber (excl. tyres)",Leather & rubber (excl. tyres),C&I,Recycling,Recycling,94
1843,2017,NSW,"Textiles, leather & rubber (excl. tyres)",Leather & rubber (excl. tyres),MSW,Recycling,Recycling,107
1844,2017,NSW,"Textiles, leather & rubber (excl. tyres)",Leather & rubber (excl. tyres),Total,Recycling,Recycling,201
1845,2017,NSW,"Textiles, leather & rubber (excl. tyres)",Textiles,C&D,Recycling,Recycling,49
1846,2017,NSW,"Textiles, leather & rubber (excl. tyres)",Textiles,C&I,Recycling,Recycling,732
1847,2017,NSW,"Textiles, leather & rubber (excl. tyres)",Textiles,MSW,Recycling,Recycling,563
1848,2017,NSW,"Textiles, leather & rubber (excl. tyres)",Textiles,Total,Recycling,Recycling,1344
1849,2017,NT,Biosolids,Biosolids,C&I,Other disposal,Disposal,4729
1850,2017,NT,Biosolids,Biosolids,C&I,Recycling,Recycling,16656
1851,2017,NT,Biosolids,Biosolids,Total,Other disposal,Disposal,4729
1852,2017,NT,Biosolids,Biosolids,Total,Recycling,Recycling,16656
1853,2017,NT,Glass,Glass,C&D,Landfill,Disposal,93
1854,2017,NT,Glass,Glass,C&I,Landfill,Disposal,973
1855,2017,NT,Glass,Glass,MSW,Landfill,Disposal,6976
1856,2017,NT,Glass,Glass,MSW,Recycling,Recycling,6717
1857,2017,NT,Glass,Glass,Total,Landfill,Disposal,8042
1858,2017,NT,Glass,Glass,Total,Recycling,Recycling,6717
1859,2017,NT,Hazardous,Acids,C&I,Recycling,Recycling,5
1860,2017,NT,Hazardous,Acids,C&I,Treatment,Unknown,23
1861,2017,NT,Hazardous,Acids,Total,Recycling,Recycling,5
1862,2017,NT,Hazardous,Acids,Total,Treatment,Unknown,23
1863,2017,NT,Hazardous,Alkalis,C&I,Landfill,Disposal,19
1864,2017,NT,Hazardous,Alkalis,C&I,Recycling,Recycling,115
1865,2017,NT,Hazardous,Alkalis,C&I,Treatment,Unknown,12
1866,2017,NT,Hazardous,Alkalis,Total,Landfill,Disposal,19
1867,2017,NT,Hazardous,Alkalis,Total,Recycling,Recycling,115
1868,2017,NT,Hazardous,Alkalis,Total,Treatment,Unknown,12
1869,2017,NT,Hazardous,Asbestos,C&D,Landfill,Disposal,2818
1870,2017,NT,Hazardous,Asbestos,C&D,Recycling,Recycling,1
1871,2017,NT,Hazardous,Asbestos,C&D,Treatment,Unknown,2
1872,2017,NT,Hazardous,Asbestos,C&I,Landfill,Disposal,2401
1873,2017,NT,Hazardous,Asbestos,C&I,Recycling,Recycling,1
1874,2017,NT,Hazardous,Asbestos,C&I,Treatment,Unknown,2
1875,2017,NT,Hazardous,Asbestos,Total,Landfill,Disposal,5219
1876,2017,NT,Hazardous,Asbestos,Total,Recycling,Recycling,1
1877,2017,NT,Hazardous,Asbestos,Total,Treatment,Unknown,4
1878,2017,NT,Hazardous,Clinical & pharmaceutical,C&I,Landfill,Disposal,11
1879,2017,NT,Hazardous,Clinical & pharmaceutical,C&I,Other disposal,Disposal,39
1880,2017,NT,Hazardous,Clinical & pharmaceutical,C&I,Treatment,Unknown,30
1881,2017,NT,Hazardous,Clinical & pharmaceutical,Total,Landfill,Disposal,11
1882,2017,NT,Hazardous,Clinical & pharmaceutical,Total,Other disposal,Disposal,39
1883,2017,NT,Hazardous,Clinical & pharmaceutical,Total,Treatment,Unknown,30
1884,2017,NT,Hazardous,Contaminated soils,C&D,Landfill,Disposal,5855
1885,2017,NT,Hazardous,Contaminated soils,C&D,Recycling,Recycling,50
1886,2017,NT,Hazardous,Contaminated soils,C&D,Treatment,Unknown,349
1887,2017,NT,Hazardous,Contaminated soils,C&I,Landfill,Disposal,2277
1888,2017,NT,Hazardous,Contaminated soils,C&I,Recycling,Recycling,20
1889,2017,NT,Hazardous,Contaminated soils,C&I,Treatment,Unknown,136
1890,2017,NT,Hazardous,Contaminated soils,Total,Landfill,Disposal,8132
1891,2017,NT,Hazardous,Contaminated soils,Total,Recycling,Recycling,70
1892,2017,NT,Hazardous,Contaminated soils,Total,Treatment,Unknown,484
1893,2017,NT,Hazardous,Food-derived hazardous wastes,C&I,Landfill,Disposal,76
1894,2017,NT,Hazardous,Food-derived hazardous wastes,C&I,Other disposal,Disposal,1
1895,2017,NT,Hazardous,Food-derived hazardous wastes,C&I,Recycling,Recycling,4134
1896,2017,NT,Hazardous,Food-derived hazardous wastes,C&I,Treatment,Unknown,702
1897,2017,NT,Hazardous,Food-derived hazardous wastes,Total,Landfill,Disposal,76
1898,2017,NT,Hazardous,Food-derived hazardous wastes,Total,Other disposal,Disposal,1
1899,2017,NT,Hazardous,Food-derived hazardous wastes,Total,Recycling,Recycling,4134
1900,2017,NT,Hazardous,Food-derived hazardous wastes,Total,Treatment,Unknown,702
1901,2017,NT,Hazardous,Inorganic chemicals,C&I,Recycling,Recycling,2
1902,2017,NT,Hazardous,Inorganic chemicals,C&I,Treatment,Unknown,1
1903,2017,NT,Hazardous,Inorganic chemicals,Total,Recycling,Recycling,2
1904,2017,NT,Hazardous,Inorganic chemicals,Total,Treatment,Unknown,1
1905,2017,NT,Hazardous,Oils,C&I,Landfill,Disposal,96
1906,2017,NT,Hazardous,Oils,C&I,Other disposal,Disposal,4
1907,2017,NT,Hazardous,Oils,C&I,Recycling,Recycling,2420
1908,2017,NT,Hazardous,Oils,C&I,Treatment,Unknown,1731
1909,2017,NT,Hazardous,Oils,Total,Landfill,Disposal,96
1910,2017,NT,Hazardous,Oils,Total,Other disposal,Disposal,4
1911,2017,NT,Hazardous,Oils,Total,Recycling,Recycling,2420
1912,2017,NT,Hazardous,Oils,Total,Treatment,Unknown,1731
1913,2017,NT,Hazardous,Organic chemicals,C&I,Landfill,Disposal,24
1914,2017,NT,Hazardous,Organic chemicals,C&I,Recycling,Recycling,3
1915,2017,NT,Hazardous,Organic chemicals,C&I,Treatment,Unknown,6
1916,2017,NT,Hazardous,Organic chemicals,Total,Landfill,Disposal,24
1917,2017,NT,Hazardous,Organic chemicals,Total,Recycling,Recycling,3
1918,2017,NT,Hazardous,Organic chemicals,Total,Treatment,Unknown,6
1919,2017,NT,Hazardous,Organic solvents,C&I,Recycling,Recycling,13
1920,2017,NT,Hazardous,Organic solvents,C&I,Treatment,Unknown,8
1921,2017,NT,Hazardous,Organic solvents,Total,Recycling,Recycling,13
1922,2017,NT,Hazardous,Organic solvents,Total,Treatment,Unknown,8
1923,2017,NT,Hazardous,Other soil/sludges,C&I,Landfill,Disposal,14
1924,2017,NT,Hazardous,Other soil/sludges,C&I,Recycling,Recycling,9
1925,2017,NT,Hazardous,Other soil/sludges,C&I,Treatment,Unknown,11
