,Year,Jurisdiction,Category,Type,Stream,Management,Fate,Tonnes
11975,2008,Tas,Hazardous,Other soil/sludges,Total,Recycling,Recycling,121
11976,2008,Tas,Hazardous,Other soil/sludges,Total,Treatment,Unknown,97
11977,2008,Tas,Hazardous,"Paints, resins, inks, organic sludges",C&I,Landfill,Disposal,17
11978,2008,Tas,Hazardous,"Paints, resins, inks, organic sludges",C&I,Recycling,Recycling,7
11979,2008,Tas,Hazardous,"Paints, resins, inks, organic sludges",C&I,Treatment,Unknown,7
11980,2008,Tas,Hazardous,"Paints, resins, inks, organic sludges",Total,Landfill,Disposal,17
11981,2008,Tas,Hazardous,"Paints, resins, inks, organic sludges",Total,Recycling,Recycling,7
11982,2008,Tas,Hazardous,"Paints, resins, inks, organic sludges",Total,Treatment,Unknown,7
11983,2008,Tas,Hazardous,Pesticides,C&I,Landfill,Disposal,5
11984,2008,Tas,Hazardous,Pesticides,C&I,Recycling,Recycling,20
11985,2008,Tas,Hazardous,Pesticides,C&I,Treatment,Unknown,11
11986,2008,Tas,Hazardous,Pesticides,Total,Landfill,Disposal,5
11987,2008,Tas,Hazardous,Pesticides,Total,Recycling,Recycling,20
11988,2008,Tas,Hazardous,Pesticides,Total,Treatment,Unknown,11
11989,2008,Tas,Hazardous,Reactive chemicals,C&I,Treatment,Unknown,7
11990,2008,Tas,Hazardous,Reactive chemicals,Total,Treatment,Unknown,7
11991,2008,Tas,Hazardous,Tyres,C&I,Energy from waste facility,Energy recovery,2751
11992,2008,Tas,Hazardous,Tyres,C&I,Landfill,Disposal,6036
11993,2008,Tas,Hazardous,Tyres,C&I,Recycling,Recycling,1038
11994,2008,Tas,Hazardous,Tyres,Total,Energy from waste facility,Energy recovery,2751
11995,2008,Tas,Hazardous,Tyres,Total,Landfill,Disposal,6036
11996,2008,Tas,Hazardous,Tyres,Total,Recycling,Recycling,1038
11997,2008,Tas,Metals,Aluminium,C&I,Recycling,Recycling,43
11998,2008,Tas,Metals,Aluminium,MSW,Recycling,Recycling,321
11999,2008,Tas,Metals,Aluminium,Total,Recycling,Recycling,364
12000,2008,Tas,Metals,Steel,C&I,Recycling,Recycling,382
12001,2008,Tas,Metals,Steel,MSW,Recycling,Recycling,917
12002,2008,Tas,Metals,Steel,Total,Recycling,Recycling,1299
12003,2008,Tas,Organics,Food organics,C&I,Landfill,Disposal,29756
12004,2008,Tas,Organics,Food organics,C&I,Landfill,Energy recovery,15767
12005,2008,Tas,Organics,Food organics,MSW,Landfill,Disposal,36460
12006,2008,Tas,Organics,Food organics,MSW,Landfill,Energy recovery,19320
12007,2008,Tas,Organics,Food organics,Total,Landfill,Disposal,66216
12008,2008,Tas,Organics,Food organics,Total,Landfill,Energy recovery,35087
12009,2008,Tas,Organics,Garden organics,C&D,Landfill,Disposal,452
12010,2008,Tas,Organics,Garden organics,C&D,Landfill,Energy recovery,57
12011,2008,Tas,Organics,Garden organics,C&I,Landfill,Disposal,7517
12012,2008,Tas,Organics,Garden organics,C&I,Landfill,Energy recovery,952
12013,2008,Tas,Organics,Garden organics,MSW,Landfill,Disposal,23340
12014,2008,Tas,Organics,Garden organics,MSW,Landfill,Energy recovery,2956
12015,2008,Tas,Organics,Garden organics,Total,Landfill,Disposal,31309
12016,2008,Tas,Organics,Garden organics,Total,Landfill,Energy recovery,3965
12017,2008,Tas,Organics,Other organics,MSW,Landfill,Disposal,5392
12018,2008,Tas,Organics,Other organics,MSW,Landfill,Energy recovery,983
12019,2008,Tas,Organics,Other organics,Total,Landfill,Disposal,5392
12020,2008,Tas,Organics,Other organics,Total,Landfill,Energy recovery,983
12021,2008,Tas,Organics,Timber,C&D,Landfill,Disposal,1318
12022,2008,Tas,Organics,Timber,C&D,Landfill,Energy recovery,209
12023,2008,Tas,Organics,Timber,C&I,Landfill,Disposal,22849
12024,2008,Tas,Organics,Timber,C&I,Landfill,Energy recovery,3617
12025,2008,Tas,Organics,Timber,MSW,Landfill,Disposal,1376
12026,2008,Tas,Organics,Timber,MSW,Landfill,Energy recovery,218
12027,2008,Tas,Organics,Timber,Total,Landfill,Disposal,25543
12028,2008,Tas,Organics,Timber,Total,Landfill,Energy recovery,4044
12029,2008,Tas,Paper & cardboard,Cardboard,C&I,Recycling,Recycling,873
12030,2008,Tas,Paper & cardboard,Cardboard,Total,Recycling,Recycling,873
12031,2008,Tas,Paper & cardboard,Liquid paperboard,C&I,Recycling,Recycling,335
12032,2008,Tas,Paper & cardboard,Liquid paperboard,Total,Recycling,Recycling,335
12033,2008,Tas,Paper & cardboard,Newsprint & magazines,C&I,Recycling,Recycling,134
12034,2008,Tas,Paper & cardboard,Newsprint & magazines,Total,Recycling,Recycling,134
12035,2008,Tas,"Textiles, leather & rubber (excl. tyres)",Leather & rubber (excl. tyres),C&I,Recycling,Recycling,4
12036,2008,Tas,"Textiles, leather & rubber (excl. tyres)",Leather & rubber (excl. tyres),Total,Recycling,Recycling,4
12037,2008,Tas,"Textiles, leather & rubber (excl. tyres)",Textiles,C&I,Recycling,Recycling,10
12038,2008,Tas,"Textiles, leather & rubber (excl. tyres)",Textiles,Total,Recycling,Recycling,10
12039,2008,Vic,Ash,Ash,C&I,Other disposal,Long-term storage,1089400
12040,2008,Vic,Ash,Ash,Total,Other disposal,Long-term storage,1089400
12041,2008,Vic,Biosolids,Biosolids,C&I,Other disposal,Disposal,254572
12042,2008,Vic,Biosolids,Biosolids,C&I,Recycling,Recycling,137077
12043,2008,Vic,Biosolids,Biosolids,Total,Other disposal,Disposal,254572
12044,2008,Vic,Biosolids,Biosolids,Total,Recycling,Recycling,137077
12045,2008,Vic,Glass,Glass,C&D,Landfill,Disposal,1773
12046,2008,Vic,Glass,Glass,C&I,Landfill,Disposal,30315
12047,2008,Vic,Glass,Glass,C&I,Recycling,Recycling,24557
12048,2008,Vic,Glass,Glass,MSW,Landfill,Disposal,60135
12049,2008,Vic,Glass,Glass,MSW,Recycling,Recycling,134476
12050,2008,Vic,Glass,Glass,Total,Landfill,Disposal,92223
12051,2008,Vic,Glass,Glass,Total,Recycling,Recycling,159033
12052,2008,Vic,Hazardous,Acids,C&I,Other disposal,Disposal,6
12053,2008,Vic,Hazardous,Acids,C&I,Recycling,Recycling,183
12054,2008,Vic,Hazardous,Acids,C&I,Treatment,Unknown,27577
12055,2008,Vic,Hazardous,Acids,Total,Other disposal,Disposal,6
12056,2008,Vic,Hazardous,Acids,Total,Recycling,Recycling,183
12057,2008,Vic,Hazardous,Acids,Total,Treatment,Unknown,27577
12058,2008,Vic,Hazardous,Alkalis,C&I,Other disposal,Disposal,1
12059,2008,Vic,Hazardous,Alkalis,C&I,Recycling,Recycling,217
12060,2008,Vic,Hazardous,Alkalis,C&I,Treatment,Unknown,9049
12061,2008,Vic,Hazardous,Alkalis,Total,Other disposal,Disposal,1
12062,2008,Vic,Hazardous,Alkalis,Total,Recycling,Recycling,217
12063,2008,Vic,Hazardous,Alkalis,Total,Treatment,Unknown,9049
12064,2008,Vic,Hazardous,Asbestos,C&D,Landfill,Disposal,17729
12065,2008,Vic,Hazardous,Asbestos,C&D,Recycling,Recycling,7
12066,2008,Vic,Hazardous,Asbestos,C&D,Treatment,Unknown,20
12067,2008,Vic,Hazardous,Asbestos,C&I,Landfill,Disposal,15103
12068,2008,Vic,Hazardous,Asbestos,C&I,Recycling,Recycling,6
12069,2008,Vic,Hazardous,Asbestos,C&I,Treatment,Unknown,17
12070,2008,Vic,Hazardous,Asbestos,Total,Landfill,Disposal,32832
12071,2008,Vic,Hazardous,Asbestos,Total,Recycling,Recycling,13
12072,2008,Vic,Hazardous,Asbestos,Total,Treatment,Unknown,36
12073,2008,Vic,Hazardous,Clinical & pharmaceutical,C&I,Landfill,Disposal,8
12074,2008,Vic,Hazardous,Clinical & pharmaceutical,C&I,Other disposal,Disposal,5321
12075,2008,Vic,Hazardous,Clinical & pharmaceutical,C&I,Recycling,Recycling,151
12076,2008,Vic,Hazardous,Clinical & pharmaceutical,C&I,Treatment,Unknown,8736
12077,2008,Vic,Hazardous,Clinical & pharmaceutical,Total,Landfill,Disposal,8
12078,2008,Vic,Hazardous,Clinical & pharmaceutical,Total,Other disposal,Disposal,5321
12079,2008,Vic,Hazardous,Clinical & pharmaceutical,Total,Recycling,Recycling,151
12080,2008,Vic,Hazardous,Clinical & pharmaceutical,Total,Treatment,Unknown,8736
12081,2008,Vic,Hazardous,Contaminated soils,C&D,Landfill,Disposal,178725
12082,2008,Vic,Hazardous,Contaminated soils,C&D,Other disposal,Disposal,1
12083,2008,Vic,Hazardous,Contaminated soils,C&D,Recycling,Recycling,15093
12084,2008,Vic,Hazardous,Contaminated soils,C&D,Treatment,Unknown,22172
12085,2008,Vic,Hazardous,Contaminated soils,C&I,Landfill,Disposal,69504
12086,2008,Vic,Hazardous,Contaminated soils,C&I,Recycling,Recycling,5869
12087,2008,Vic,Hazardous,Contaminated soils,C&I,Treatment,Unknown,8622
12088,2008,Vic,Hazardous,Contaminated soils,Total,Landfill,Disposal,248229
12089,2008,Vic,Hazardous,Contaminated soils,Total,Other disposal,Disposal,1
12090,2008,Vic,Hazardous,Contaminated soils,Total,Recycling,Recycling,20962
12091,2008,Vic,Hazardous,Contaminated soils,Total,Treatment,Unknown,30794
12092,2008,Vic,Hazardous,Food-derived hazardous wastes,C&I,Recycling,Recycling,112603
12093,2008,Vic,Hazardous,Food-derived hazardous wastes,C&I,Treatment,Unknown,20721
12094,2008,Vic,Hazardous,Food-derived hazardous wastes,Total,Recycling,Recycling,112603
12095,2008,Vic,Hazardous,Food-derived hazardous wastes,Total,Treatment,Unknown,20721
12096,2008,Vic,Hazardous,Inorganic chemicals,C&I,Landfill,Disposal,7239
12097,2008,Vic,Hazardous,Inorganic chemicals,C&I,Recycling,Recycling,63899
12098,2008,Vic,Hazardous,Inorganic chemicals,C&I,Treatment,Unknown,3584
12099,2008,Vic,Hazardous,Inorganic chemicals,Total,Landfill,Disposal,7239
12100,2008,Vic,Hazardous,Inorganic chemicals,Total,Recycling,Recycling,63899
12101,2008,Vic,Hazardous,Inorganic chemicals,Total,Treatment,Unknown,3584
12102,2008,Vic,Hazardous,Oils,C&I,Landfill,Disposal,114
12103,2008,Vic,Hazardous,Oils,C&I,Other disposal,Disposal,83
12104,2008,Vic,Hazardous,Oils,C&I,Recycling,Recycling,126982
12105,2008,Vic,Hazardous,Oils,C&I,Treatment,Unknown,5992
12106,2008,Vic,Hazardous,Oils,Total,Landfill,Disposal,114
12107,2008,Vic,Hazardous,Oils,Total,Other disposal,Disposal,83
12108,2008,Vic,Hazardous,Oils,Total,Recycling,Recycling,126982
12109,2008,Vic,Hazardous,Oils,Total,Treatment,Unknown,5992
12110,2008,Vic,Hazardous,Organic chemicals,C&I,Landfill,Disposal,41
12111,2008,Vic,Hazardous,Organic chemicals,C&I,Other disposal,Disposal,2
12112,2008,Vic,Hazardous,Organic chemicals,C&I,Recycling,Recycling,355
12113,2008,Vic,Hazardous,Organic chemicals,C&I,Treatment,Unknown,1896
12114,2008,Vic,Hazardous,Organic chemicals,Total,Landfill,Disposal,41
12115,2008,Vic,Hazardous,Organic chemicals,Total,Other disposal,Disposal,2
12116,2008,Vic,Hazardous,Organic chemicals,Total,Recycling,Recycling,355
12117,2008,Vic,Hazardous,Organic chemicals,Total,Treatment,Unknown,1896
12118,2008,Vic,Hazardous,Organic solvents,C&I,Other disposal,Disposal,1
12119,2008,Vic,Hazardous,Organic solvents,C&I,Recycling,Recycling,2991
12120,2008,Vic,Hazardous,Organic solvents,C&I,Treatment,Unknown,280
12121,2008,Vic,Hazardous,Organic solvents,Total,Other disposal,Disposal,1
12122,2008,Vic,Hazardous,Organic solvents,Total,Recycling,Recycling,2991
12123,2008,Vic,Hazardous,Organic solvents,Total,Treatment,Unknown,280
12124,2008,Vic,Hazardous,Other,C&I,Landfill,Disposal,38714
12125,2008,Vic,Hazardous,Other,C&I,Other disposal,Disposal,541
12126,2008,Vic,Hazardous,Other,C&I,Recycling,Recycling,12327
12127,2008,Vic,Hazardous,Other,C&I,Treatment,Unknown,5920
12128,2008,Vic,Hazardous,Other,Total,Landfill,Disposal,38714
12129,2008,Vic,Hazardous,Other,Total,Other disposal,Disposal,541
12130,2008,Vic,Hazardous,Other,Total,Recycling,Recycling,12327
12131,2008,Vic,Hazardous,Other,Total,Treatment,Unknown,5920
12132,2008,Vic,Hazardous,Other hazardous organic wastes,C&I,Landfill,Disposal,3
12133,2008,Vic,Hazardous,Other hazardous organic wastes,C&I,Recycling,Recycling,1218
12134,2008,Vic,Hazardous,Other hazardous organic wastes,Total,Landfill,Disposal,3
12135,2008,Vic,Hazardous,Other hazardous organic wastes,Total,Recycling,Recycling,1218
12136,2008,Vic,Hazardous,Other miscellaneous,C&I,Other disposal,Disposal,138
12137,2008,Vic,Hazardous,Other miscellaneous,C&I,Recycling,Recycling,1902
12138,2008,Vic,Hazardous,Other miscellaneous,C&I,Treatment,Unknown,1598
12139,2008,Vic,Hazardous,Other miscellaneous,Total,Other disposal,Disposal,138
12140,2008,Vic,Hazardous,Other miscellaneous,Total,Recycling,Recycling,1902
12141,2008,Vic,Hazardous,Other miscellaneous,Total,Treatment,Unknown,1598
12142,2008,Vic,Hazardous,Other soil/sludges,C&I,Landfill,Disposal,59702
12143,2008,Vic,Hazardous,Other soil/sludges,C&I,Other disposal,Disposal,16
12144,2008,Vic,Hazardous,Other soil/sludges,C&I,Recycling,Recycling,3215
12145,2008,Vic,Hazardous,Other soil/sludges,C&I,Treatment,Unknown,7720
12146,2008,Vic,Hazardous,Other soil/sludges,Total,Landfill,Disposal,59702
12147,2008,Vic,Hazardous,Other soil/sludges,Total,Other disposal,Disposal,16
12148,2008,Vic,Hazardous,Other soil/sludges,Total,Recycling,Recycling,3215
12149,2008,Vic,Hazardous,Other soil/sludges,Total,Treatment,Unknown,7720
12150,2008,Vic,Hazardous,"Paints, resins, inks, organic sludges",C&I,Landfill,Disposal,5
12151,2008,Vic,Hazardous,"Paints, resins, inks, organic sludges",C&I,Other disposal,Disposal,38
12152,2008,Vic,Hazardous,"Paints, resins, inks, organic sludges",C&I,Recycling,Recycling,15031
12153,2008,Vic,Hazardous,"Paints, resins, inks, organic sludges",C&I,Treatment,Unknown,2352
12154,2008,Vic,Hazardous,"Paints, resins, inks, organic sludges",Total,Landfill,Disposal,5
12155,2008,Vic,Hazardous,"Paints, resins, inks, organic sludges",Total,Other disposal,Disposal,38
12156,2008,Vic,Hazardous,"Paints, resins, inks, organic sludges",Total,Recycling,Recycling,15031
12157,2008,Vic,Hazardous,"Paints, resins, inks, organic sludges",Total,Treatment,Unknown,2352
12158,2008,Vic,Hazardous,Pesticides,C&I,Landfill,Disposal,57
12159,2008,Vic,Hazardous,Pesticides,C&I,Recycling,Recycling,1154
12160,2008,Vic,Hazardous,Pesticides,C&I,Treatment,Unknown,30
12161,2008,Vic,Hazardous,Pesticides,Total,Landfill,Disposal,57
12162,2008,Vic,Hazardous,Pesticides,Total,Recycling,Recycling,1154
12163,2008,Vic,Hazardous,Pesticides,Total,Treatment,Unknown,30
12164,2008,Vic,Hazardous,Plating & heat treatment,C&I,Landfill,Disposal,8
12165,2008,Vic,Hazardous,Plating & heat treatment,C&I,Treatment,Unknown,15
12166,2008,Vic,Hazardous,Plating & heat treatment,Total,Landfill,Disposal,8
12167,2008,Vic,Hazardous,Plating & heat treatment,Total,Treatment,Unknown,15
12168,2008,Vic,Hazardous,Reactive chemicals,C&I,Recycling,Recycling,4
12169,2008,Vic,Hazardous,Reactive chemicals,C&I,Treatment,Unknown,187
12170,2008,Vic,Hazardous,Reactive chemicals,Total,Recycling,Recycling,4
12171,2008,Vic,Hazardous,Reactive chemicals,Total,Treatment,Unknown,187
12172,2008,Vic,Hazardous,Tyres,C&I,Energy from waste facility,Energy recovery,28095
12173,2008,Vic,Hazardous,Tyres,C&I,Landfill,Disposal,44690
12174,2008,Vic,Hazardous,Tyres,C&I,Recycling,Recycling,9849
12175,2008,Vic,Hazardous,Tyres,Total,Energy from waste facility,Energy recovery,28095
12176,2008,Vic,Hazardous,Tyres,Total,Landfill,Disposal,44690
12177,2008,Vic,Hazardous,Tyres,Total,Recycling,Recycling,9849
12178,2008,Vic,Masonry materials,Asphalt,C&D,Recycling,Recycling,186424
12179,2008,Vic,Masonry materials,Asphalt,C&I,Recycling,Recycling,11747
12180,2008,Vic,Masonry materials,Asphalt,MSW,Recycling,Recycling,27631
12181,2008,Vic,Masonry materials,Asphalt,Total,Recycling,Recycling,225802
12182,2008,Vic,Masonry materials,Bricks,C&D,Recycling,Recycling,228846
12183,2008,Vic,Masonry materials,Bricks,C&I,Recycling,Recycling,7453
12184,2008,Vic,Masonry materials,Bricks,MSW,Recycling,Recycling,5291
12185,2008,Vic,Masonry materials,Bricks,Total,Recycling,Recycling,241590
12186,2008,Vic,Masonry materials,Concrete,C&D,Recycling,Recycling,1581361
12187,2008,Vic,Masonry materials,Concrete,C&I,Recycling,Recycling,76527
12188,2008,Vic,Masonry materials,Concrete,MSW,Recycling,Recycling,80816
12189,2008,Vic,Masonry materials,Concrete,Total,Recycling,Recycling,1738704
12190,2008,Vic,Masonry materials,Plasterboard & cement sheeting,C&D,Recycling,Recycling,26403
12191,2008,Vic,Masonry materials,Plasterboard & cement sheeting,C&I,Recycling,Recycling,10824
12192,2008,Vic,Masonry materials,Plasterboard & cement sheeting,MSW,Recycling,Recycling,32
12193,2008,Vic,Masonry materials,Plasterboard & cement sheeting,Total,Recycling,Recycling,37259
12194,2008,Vic,Masonry materials,Rubble (incl. non-haz. foundry sands),C&D,Recycling,Recycling,190149
12195,2008,Vic,Masonry materials,Rubble (incl. non-haz. foundry sands),C&I,Recycling,Recycling,14010
12196,2008,Vic,Masonry materials,Rubble (incl. non-haz. foundry sands),Total,Recycling,Recycling,204159
12197,2008,Vic,Metals,Aluminium,C&I,Recycling,Recycling,32682
12198,2008,Vic,Metals,Aluminium,Total,Recycling,Recycling,32682
12199,2008,Vic,Metals,Non-ferrous metals (excl. aluminium),C&D,Recycling,Recycling,18387
12200,2008,Vic,Metals,Non-ferrous metals (excl. aluminium),C&I,Recycling,Recycling,69578
12201,2008,Vic,Metals,Non-ferrous metals (excl. aluminium),MSW,Recycling,Recycling,11797
12202,2008,Vic,Metals,Non-ferrous metals (excl. aluminium),Total,Recycling,Recycling,99762
12203,2008,Vic,Metals,Steel,C&D,Recycling,Recycling,175405
12204,2008,Vic,Metals,Steel,C&I,Recycling,Recycling,607297
12205,2008,Vic,Metals,Steel,MSW,Recycling,Recycling,182285
12206,2008,Vic,Metals,Steel,Total,Recycling,Recycling,964986
12207,2008,Vic,Organics,Food organics,C&I,Landfill,Disposal,344832
12208,2008,Vic,Organics,Food organics,C&I,Landfill,Energy recovery,79873
12209,2008,Vic,Organics,Food organics,C&I,Recycling,Recycling,12546
12210,2008,Vic,Organics,Food organics,MSW,Landfill,Disposal,646826
12211,2008,Vic,Organics,Food organics,MSW,Landfill,Energy recovery,149823
12212,2008,Vic,Organics,Food organics,Total,Landfill,Disposal,991658
12213,2008,Vic,Organics,Food organics,Total,Landfill,Energy recovery,229695
12214,2008,Vic,Organics,Food organics,Total,Recycling,Recycling,12546
12215,2008,Vic,Organics,Garden organics,C&D,Landfill,Disposal,24569
12216,2008,Vic,Organics,Garden organics,C&D,Landfill,Energy recovery,1364
12217,2008,Vic,Organics,Garden organics,C&D,Recycling,Recycling,5375
12218,2008,Vic,Organics,Garden organics,C&I,Landfill,Disposal,74615
12219,2008,Vic,Organics,Garden organics,C&I,Landfill,Energy recovery,4144
12220,2008,Vic,Organics,Garden organics,C&I,Recycling,Recycling,6576
12221,2008,Vic,Organics,Garden organics,MSW,Landfill,Disposal,165755
12222,2008,Vic,Organics,Garden organics,MSW,Landfill,Energy recovery,9205
12223,2008,Vic,Organics,Garden organics,MSW,Recycling,Recycling,314881
12224,2008,Vic,Organics,Garden organics,Total,Landfill,Disposal,264940
12225,2008,Vic,Organics,Garden organics,Total,Landfill,Energy recovery,14714
12226,2008,Vic,Organics,Garden organics,Total,Recycling,Recycling,326832
12227,2008,Vic,Organics,Other organics,C&D,Landfill,Disposal,208
12228,2008,Vic,Organics,Other organics,C&D,Landfill,Energy recovery,14
12229,2008,Vic,Organics,Other organics,C&D,Recycling,Recycling,3000
12230,2008,Vic,Organics,Other organics,C&I,Landfill,Disposal,157707
12231,2008,Vic,Organics,Other organics,C&I,Landfill,Energy recovery,10510
12232,2008,Vic,Organics,Other organics,C&I,Recycling,Recycling,44283
12233,2008,Vic,Organics,Other organics,MSW,Landfill,Disposal,897
12234,2008,Vic,Organics,Other organics,MSW,Landfill,Energy recovery,60
12235,2008,Vic,Organics,Other organics,MSW,Recycling,Recycling,35081
12236,2008,Vic,Organics,Other organics,Total,Landfill,Disposal,158812
12237,2008,Vic,Organics,Other organics,Total,Landfill,Energy recovery,10584
12238,2008,Vic,Organics,Other organics,Total,Recycling,Recycling,82364
12239,2008,Vic,Organics,Timber,C&D,Landfill,Disposal,92842
12240,2008,Vic,Organics,Timber,C&D,Landfill,Energy recovery,11558
12241,2008,Vic,Organics,Timber,C&D,Recycling,Recycling,28510
12242,2008,Vic,Organics,Timber,C&I,Landfill,Disposal,165980
12243,2008,Vic,Organics,Timber,C&I,Landfill,Energy recovery,20664
12244,2008,Vic,Organics,Timber,C&I,Recycling,Recycling,264976
12245,2008,Vic,Organics,Timber,MSW,Landfill,Disposal,11488
12246,2008,Vic,Organics,Timber,MSW,Landfill,Energy recovery,1430
12247,2008,Vic,Organics,Timber,MSW,Recycling,Recycling,19167
12248,2008,Vic,Organics,Timber,Total,Landfill,Disposal,270310
12249,2008,Vic,Organics,Timber,Total,Landfill,Energy recovery,33653
12250,2008,Vic,Organics,Timber,Total,Recycling,Recycling,312653
12251,2008,Vic,Paper & cardboard,Cardboard,C&I,Recycling,Recycling,474307
12252,2008,Vic,Paper & cardboard,Cardboard,MSW,Recycling,Recycling,23880
12253,2008,Vic,Paper & cardboard,Cardboard,Total,Recycling,Recycling,498187
12254,2008,Vic,Paper & cardboard,Newsprint & magazines,C&I,Recycling,Recycling,357216
12255,2008,Vic,Paper & cardboard,Newsprint & magazines,MSW,Recycling,Recycling,116235
12256,2008,Vic,Paper & cardboard,Newsprint & magazines,Total,Recycling,Recycling,473451
12257,2008,Vic,Paper & cardboard,Office paper,C&I,Recycling,Recycling,94
12258,2008,Vic,Paper & cardboard,Office paper,Total,Recycling,Recycling,94
12259,2008,Vic,"Textiles, leather & rubber (excl. tyres)",Leather & rubber (excl. tyres),C&I,Recycling,Recycling,21835
12260,2008,Vic,"Textiles, leather & rubber (excl. tyres)",Leather & rubber (excl. tyres),MSW,Recycling,Recycling,144360
12261,2008,Vic,"Textiles, leather & rubber (excl. tyres)",Leather & rubber (excl. tyres),Total,Recycling,Recycling,166195
12262,2008,Vic,"Textiles, leather & rubber (excl. tyres)",Textiles,C&I,Recycling,Recycling,1405
12263,2008,Vic,"Textiles, leather & rubber (excl. tyres)",Textiles,MSW,Recycling,Recycling,1566
12264,2008,Vic,"Textiles, leather & rubber (excl. tyres)",Textiles,Total,Recycling,Recycling,2971
12265,2008,WA,Ash,Ash,C&I,Other disposal,Long-term storage,731999
12266,2008,WA,Ash,Ash,C&I,Recycling,Recycling,355161
12267,2008,WA,Ash,Ash,Total,Other disposal,Long-term storage,731999
12268,2008,WA,Ash,Ash,Total,Recycling,Recycling,355161
12269,2008,WA,Biosolids,Biosolids,C&I,Other disposal,Disposal,11106
12270,2008,WA,Biosolids,Biosolids,C&I,Recycling,Recycling,87734
12271,2008,WA,Biosolids,Biosolids,Total,Other disposal,Disposal,11106
12272,2008,WA,Biosolids,Biosolids,Total,Recycling,Recycling,87734
12273,2008,WA,Glass,Glass,C&D,Landfill,Disposal,5775
12274,2008,WA,Glass,Glass,C&I,Landfill,Disposal,24426
12275,2008,WA,Glass,Glass,MSW,Landfill,Disposal,73235
12276,2008,WA,Glass,Glass,Total,Landfill,Disposal,103435
12277,2008,WA,Glass,Glass,Total,Recycling,Recycling,26667
12278,2008,WA,Hazardous,Acids,C&I,Other disposal,Disposal,14
12279,2008,WA,Hazardous,Acids,C&I,Recycling,Recycling,171
12280,2008,WA,Hazardous,Acids,C&I,Treatment,Unknown,2950
12281,2008,WA,Hazardous,Acids,Total,Other disposal,Disposal,14
12282,2008,WA,Hazardous,Acids,Total,Recycling,Recycling,171
12283,2008,WA,Hazardous,Acids,Total,Treatment,Unknown,2950
12284,2008,WA,Hazardous,Alkalis,C&I,Other disposal,Disposal,2
12285,2008,WA,Hazardous,Alkalis,C&I,Recycling,Recycling,91459
12286,2008,WA,Hazardous,Alkalis,C&I,Treatment,Unknown,1017
12287,2008,WA,Hazardous,Alkalis,Total,Other disposal,Disposal,2
12288,2008,WA,Hazardous,Alkalis,Total,Recycling,Recycling,91459
12289,2008,WA,Hazardous,Alkalis,Total,Treatment,Unknown,1017
12290,2008,WA,Hazardous,Asbestos,C&D,Landfill,Disposal,5852
12291,2008,WA,Hazardous,Asbestos,C&I,Landfill,Disposal,4985
12292,2008,WA,Hazardous,Asbestos,Total,Landfill,Disposal,10836
12293,2008,WA,Hazardous,Clinical & pharmaceutical,C&I,Landfill,Disposal,211
12294,2008,WA,Hazardous,Clinical & pharmaceutical,C&I,Other disposal,Disposal,1892
12295,2008,WA,Hazardous,Clinical & pharmaceutical,C&I,Treatment,Unknown,9
12296,2008,WA,Hazardous,Clinical & pharmaceutical,Total,Landfill,Disposal,211
12297,2008,WA,Hazardous,Clinical & pharmaceutical,Total,Other disposal,Disposal,1892
12298,2008,WA,Hazardous,Clinical & pharmaceutical,Total,Treatment,Unknown,9
12299,2008,WA,Hazardous,Contaminated soils,C&D,Landfill,Disposal,708
12300,2008,WA,Hazardous,Contaminated soils,C&D,Recycling,Recycling,1207
12301,2008,WA,Hazardous,Contaminated soils,C&D,Treatment,Unknown,3355
12302,2008,WA,Hazardous,Contaminated soils,C&I,Landfill,Disposal,275
12303,2008,WA,Hazardous,Contaminated soils,C&I,Recycling,Recycling,470
12304,2008,WA,Hazardous,Contaminated soils,C&I,Treatment,Unknown,1305
12305,2008,WA,Hazardous,Contaminated soils,Total,Landfill,Disposal,983
12306,2008,WA,Hazardous,Contaminated soils,Total,Recycling,Recycling,1677
12307,2008,WA,Hazardous,Contaminated soils,Total,Treatment,Unknown,4659
12308,2008,WA,Hazardous,Food-derived hazardous wastes,C&I,Landfill,Disposal,1921
12309,2008,WA,Hazardous,Food-derived hazardous wastes,C&I,Recycling,Recycling,64567
12310,2008,WA,Hazardous,Food-derived hazardous wastes,C&I,Treatment,Unknown,174
12311,2008,WA,Hazardous,Food-derived hazardous wastes,Total,Landfill,Disposal,1921
12312,2008,WA,Hazardous,Food-derived hazardous wastes,Total,Recycling,Recycling,64567
12313,2008,WA,Hazardous,Food-derived hazardous wastes,Total,Treatment,Unknown,174
12314,2008,WA,Hazardous,Inorganic chemicals,C&I,Landfill,Disposal,27
12315,2008,WA,Hazardous,Inorganic chemicals,C&I,Recycling,Recycling,15901
12316,2008,WA,Hazardous,Inorganic chemicals,C&I,Treatment,Unknown,1761
12317,2008,WA,Hazardous,Inorganic chemicals,Total,Landfill,Disposal,27
12318,2008,WA,Hazardous,Inorganic chemicals,Total,Recycling,Recycling,15901
12319,2008,WA,Hazardous,Inorganic chemicals,Total,Treatment,Unknown,1761
12320,2008,WA,Hazardous,Oils,C&I,Landfill,Disposal,181
12321,2008,WA,Hazardous,Oils,C&I,Other disposal,Disposal,2
12322,2008,WA,Hazardous,Oils,C&I,Recycling,Recycling,63274
12323,2008,WA,Hazardous,Oils,C&I,Treatment,Unknown,26796
12324,2008,WA,Hazardous,Oils,Total,Landfill,Disposal,181
